date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:56	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5653919909400%22	http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	./wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont/index.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/css/font-awesome.min.css)
14:35:57	20410/20410	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fba-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.eot	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont/index.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:35:58	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5653919909400%22	http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	./wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont/index-2.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/css/font-awesome.min.css)
14:36:01	23992/23992	---M--	200	added ('OK')	application/font-woff	etag:%225db8-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.woff	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont/index.woff	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:01	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-5653919909400%22	http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	./wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/fonts/fontawesome-webfont/index.ttf	(from http://wpnick.rfslocal.site/wp-content/plugins/template-events-calendar/css/font-awesome-4.7.0/css/font-awesome.min.css)
14:36:01	20410/20410	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fba-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.eot?	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont/index-2.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:02	51207/51207	U-----	200	untouched ('OK')	image/svg+xml	etag:%22c807-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.svg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont/index.svg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:05	41660/41660	---M--	200	added ('OK')	application/font-sfnt	etag:%22a2bc-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.ttf	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont/index.ttf	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:06	22456/22456	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b8-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.eot	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont/index.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:06	22456/22456	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b8-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.eot?	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont/index-2.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
